"dt",200,2.1,2.4307824,52.092800000000004
"dt",200,2.2,2.4491047999999997,56.3491
"dt",200,2.3,2.4617572,64.2313
"dt",200,2.4,2.4919976,65.6085
"dt",200,2.5,2.5112184,73.5925
"dt",200,2.6,2.5461016,75.0425
"dt",200,2.7,2.5774048,79.78500000000001
"dt",200,2.8,2.6117975999999996,83.8349
"dt",200,2.9,2.6513588,85.94760000000001
"dt",400,-2,2.2765728,9.90067
"dt",400,-1,2.290482,12.7258
"dt",400,0,2.3063382000000003,20.679799999999997
"dt",400,1,2.3550138,36.7235
"dt",400,2,2.4544476,82.814
"dt",400,2.5,2.5490154,123.02300000000001
"dt",400,2.6,2.57593,128.99000000000004
"dt",400,2.7,2.6031968,137.794
"dt",400,2.8,2.6309556,150.737
"dt",400,2.9,2.6640454,161.158
"dt",400,3,2.7015626000000004,169.21099999999998
"dt",400,3.1,2.7423610000000003,174.24699999999999
"dt",400,3.2,2.7849345999999997,177.96699999999998
"dt",400,3.5,2.9181618,185.49
"dt",400,4,3.1505448,192.43800000000002
"dt",400,5,3.6325895999999998,198.657
"dt",800,-1,2.3307975,18.1612
"dt",800,0,2.3497674,30.315799999999996
"dt",800,1,2.3895576999999997,63.518
"dt",800,2,2.4871176000000004,141.423
"dt",800,2.5,2.5779102,211.805
"dt",800,2.7,2.6262668999999996,245.376
"dt",800,2.8,2.6534372,263.906
"dt",800,2.9,2.681656,287.88399999999996
"dt",800,3,2.7128360000000002,311.199
"dt",800,3.1,2.7479926,336.23199999999997
"dt",800,3.2,2.7890109,349.489
"dt",800,3.3,2.832344,356.916
"dt",800,3.5,2.9217663,366.958
"dt",800,4,3.1539445,381.44800000000004
"dt",800,5,3.6363454,394.173
"dt",800,6,4.1286806,399.024
"dt",1600,1,2.4153409999999997,111.42300000000002
"dt",1600,2,2.5088575,258.826
"dt",1600,2.5,2.596584,388.16100000000006
"dt",1600,2.75,2.655859,471.67800000000005
"dt",1600,2.95,2.712093,547.9140000000001
"dt",1600,3,2.72797,561.916
"dt",1600,3.05,2.744038,581.108
"dt",1600,3.1,2.7596955000000003,611.735
"dt",1600,3.15,2.7759305000000003,641.2909999999999
"dt",1600,3.2,2.7932665,671.204
"dt",1600,3.25,2.812759,696.642
"dt",1600,3.3,2.834193,707.837
"dt",1600,3.35,2.8561985,713.965
"dt",1600,3.4,2.878437,720.207
"dt",1600,3.5,2.9234295,729.907
"dt",1600,4,3.155628,759.753
"dt",1600,5,3.6378364999999997,785.358
"dt",3200,1.5,2.4690980000000002,309.551
"dt",3200,2.5,2.610179,719.335
"dt",3200,3,2.7381405,1054.34
"dt",3200,3.15,2.78652225,1175.29
"dt",3200,3.2,2.80359675,1224.73
"dt",3200,3.25,2.82145575,1265.89
"dt",3200,3.3,2.83851,1339.98
"dt",3200,3.35,2.85730475,1417.19
"dt",3200,3.4,2.8793385,1434.68
"dt",3200,3.5,2.92437075,1455.27
"dt",3200,4,3.1564885,1516.0700000000002
"dt",6400,2.5,2.6193494999999998,1388.1699999999998
"dt",6400,3,2.745110875,2033.1
"dt",6400,3.3,2.845619375,2492.7
"dt",6400,3.35,2.8643655000000003,2572.77
"dt",6400,3.37,2.8718715,2617.56
"dt",6400,3.39,2.879311875,2671.13
"dt",6400,3.41,2.885526375,2799.43
"dt",6400,3.43,2.893256875,2873.06
"dt",6400,3.45,2.902179125,2886.36
"dt",6400,3.5,2.9247471249999997,2906.9
"dt",6400,4,3.15696775,3028.58
"middleforest",200,-5,2.405586,7.731919999999999
"middleforest",200,-4,2.4196316,9.65643
"middleforest",200,-3.5,2.431112,11.264200000000002
"middleforest",200,-3,2.4467548,13.6548
"middleforest",200,-2.5,2.4687479999999997,17.021
"middleforest",200,-2,2.5011332,21.6012
"middleforest",200,-1.5,2.5469208,27.9901
"middleforest",200,-1,2.6122620000000003,36.137299999999996
"middleforest",200,-0.5,2.70243,47.2913
"middleforest",200,0,2.8231532,59.3021
"middleforest",200,0.5,2.975722,70.7272
"middleforest",200,1,3.1557236000000004,80.50090000000002
"middleforest",200,1.5,3.3579196,87.7634
"middleforest",200,2,3.5756044,92.8206
"middleforest",200,3,4.04022,98.3929
"middleforest",200,4,4.5235652,100.811
"middleforest",400,-1.5,2.5550856,49.444
"middleforest",400,-1,2.6190466000000003,66.5487
"middleforest",400,-0.5,2.7090542,88.973
"middleforest",400,0,2.8299238,114.029
"middleforest",400,0.5,2.9820862000000004,137.65
"middleforest",400,1,3.1623533999999998,157.32
"middleforest",400,1.5,3.3645828,172.15
"middleforest",800,-3,2.4671733,33.372499999999995
"middleforest",800,-2,2.5157574,65.3543
"middleforest",800,-1.5,2.5591628,91.74120000000002
"middleforest",800,-1.25,2.5879963,108.22000000000001
"middleforest",800,-1,2.6224245,127.289
"middleforest",800,-0.75,2.6636439000000003,149.85
"middleforest",800,-0.5,2.7123104,173.653
"middleforest",800,-0.25,2.7689003,198.422
"middleforest",800,0,2.8331868,223.41
"middleforest",800,1,3.1655717,311.15599999999995
"middleforest",800,2,3.5856685,361.68699999999995
"middleforest",800,3,4.0500793999999996,384.41999999999996
"middletree",200,-5,2.3642664,7.372169999999999
"middletree",200,-4,2.3787244,9.106380000000001
"middletree",200,-3,2.4016124,12.463499999999998
"middletree",200,-2.5,2.4216404,15.5283
"middletree",200,-2,2.4490328,19.401499999999995
"middletree",200,-1.5,2.4892764,24.888499999999997
"middletree",200,-1,2.5457256,32.233
"middletree",200,-0.5,2.6244312,42.6726
"middletree",200,0,2.7316648,53.52259999999999
"middletree",200,0.5,2.8698232,65.8586
"middletree",200,1,3.0388783999999998,76.5536
"middletree",200,1.5,3.2328432,84.9481
"middletree",200,2,3.444448,90.9759
"middletree",200,3,3.9028108,97.5347
"middletree",200,4,4.383222000000001,100.415
"middletree",200,5,4.874034,101.711
"middletree",400,-1.5,2.504955354322581,43.53397032258065
"middletree",400,-1,2.548728713988439,58.95645294797688
"middletree",400,-0.5,2.6307188507186856,79.44419394250512
"middletree",400,0,2.731339581081081,103.15847837837839
