kappa_200,value_200,error_200,kappa_400,value_400,error_400,kappa_800,value_800,error_800,kappa_1600,value_1600,error_1600,kappa_3200,value_3200,error_3200,kappa_6400,value_6400,error_6400
-4.0,9.85074744791116,0.06897411411011144,-4.5,14.754273594417647,0.10479730265035081,-4.0,21.546394199965388,0.16704525484479546,-3.2,32.232378916472506,0.24916864595490357,-2.95,47.5120283094019,0.37140966323923846,-2.7,66.3722389437801,0.5304947257252401
-2.0,9.740618539135617,0.0763950794375238,-2.5,14.70100808801493,0.11405420628731511,-2.4,21.60943039943947,0.16074418014116243,-2.0,30.85806205044884,0.23964067952061754,-1.95,45.42839156778549,0.35381024734914607,-1.9,63.26479782078127,0.4947199928813045
-1.0,9.289616821918425,0.071303149178321,-1.5,13.841711729708896,0.10376275781301063,-1.6,20.928638196253356,0.1549156479476848,-1.4,30.450182632001273,0.2376703122507773,-1.45,44.980703464023456,0.3253373218968059,-1.5,64.30925525949748,0.4990597053553026
-0.5,9.073282495079912,0.06865476659883543,-1.0,14.412381615624236,0.11409023248030785,-1.2,21.099471926130196,0.16183539936067273,-1.1,29.68154378471821,0.23423266383423694,-1.2,43.54450654405233,0.3164827935539826,-1.3,63.2087936850555,0.4806053194240726
0.0,9.020766994758116,0.06908696578772561,-0.5,13.225132785863451,0.10149979106570961,-0.8,19.858677124766256,0.1445418514083947,-0.8,28.884383115254426,0.23075594014973116,-0.95,42.8702183129713,0.3373804732158577,-1.1,61.53451908330707,0.46955770993026974
0.5,8.924539132631612,0.06441751115563829,0.0,13.122063330307641,0.09605091631607507,-0.4,18.9071968363695,0.14837540500408994,-0.5,28.46318263277244,0.21135967113404405,-0.7,41.86237929537722,0.33019853594915194,-0.9,60.029411759716766,0.44160905287395363
1.0,9.040693688773967,0.07115077971835639,0.5,13.615219476017934,0.10105726089918672,0.0,19.100088516499966,0.14581989679482169,-0.2,28.557969762462022,0.20400703584338079,-0.45,41.70888382358105,0.30736725812976085,-0.7,58.4627603370267,0.44191147241560225
1.5,9.338662367356534,0.07353418515863183,1.0,13.595125567052271,0.10471006213268284,0.4,19.012832108301957,0.13919111006184298,0.1,28.405385505262384,0.21601970768059275,-0.2,40.290879080552564,0.2879690886747948,-0.5,58.03701032278214,0.4413287183282753
2.0,9.250137710583907,0.07101124352716369,1.5,13.246141971823862,0.10433667692149647,0.8,19.567163760488206,0.14465804616137973,0.4,28.60798293446705,0.2101531184185658,0.05,39.780254387999044,0.30042188859443064,-0.3,57.17401350239457,0.42215713512376285
3.0,9.104337861524563,0.06648995921805272,2.5,13.267709661127094,0.09412655356972961,1.6,20.592325277783335,0.15896623451332212,1.0,27.947129225614486,0.2204881256116373,0.55,40.06032641810689,0.3036795924958383,0.1,58.023347770778045,0.43930361561953063
5.0,9.489907303238656,0.07687847927825271,4.5,13.516034452409917,0.10629880297276643,3.2,19.6831650353438,0.21272290576793956,2.2,27.803663691705598,0.216136958775422,1.55,39.065711637477875,0.3026450996861881,0.9,57.396915124652665,0.6290820457520034
