volume,kappa,kappa_error,value,value_error
200,0.5402023599436417,0.1441040979451118,10.809096848378605,0.32690058577726033
400,0.06410604200802004,0.1195327002265652,20.223442042079377,0.7347334159496874
800,-0.16423459047889627,0.2037161045427762,36.13745058779746,1.2575929786987843
1600,-0.579259096706736,0.10270815143630993,66.53385876175157,2.3898033027914116
3200,-0.7380307479872104,0.07090176607446927,123.2058149415101,6.141134943474413
6400,-0.8678694808658668,0.14526082314152228,216.51298835294426,8.736460362086822
