volume,kappa,value
200,0.5270302816540164,10.74352830358593
400,0.05354250095928555,20.079156124483443
800,-0.26762445307167887,35.51270493995897
1600,-0.5673456280449682,65.70262201406486
3200,-0.730209205778753,121.83282843974169
6400,-0.8346253651265708,211.69312631124006
