0, 135
1, 103
2, 138
2, 3
3, 26
3, 169
3, 36
3, 48
3, 129
3, 40
3, 43
3, 30
3, 201
3, 209
3, 88
3, 17
3, 104
3, 72
3, 208
3, 204
3, 173
3, 186
3, 159
4, 31
4, 201
5, 41
6, 219
6, 202
6, 172
7, 189
8, 128
9, 152
9, 45
9, 150
10, 41
11, 33
12, 167
13, 219
14, 40
15, 63
16, 228
16, 139
18, 36
19, 133
20, 36
21, 36
22, 48
23, 57
24, 167
25, 74
27, 36
28, 40
29, 135
32, 178
33, 219
34, 150
35, 128
36, 170
36, 46
36, 198
36, 89
36, 96
36, 73
36, 109
36, 75
36, 41
36, 37
36, 103
36, 76
36, 179
36, 99
36, 219
36, 69
36, 85
38, 128
39, 74
40, 53
41, 233
41, 144
41, 128
41, 100
41, 87
41, 57
41, 134
42, 219
44, 229
44, 220
44, 166
45, 60
47, 219
49, 202
50, 219
51, 74
52, 227
54, 74
55, 167
56, 74
58, 120
58, 201
59, 99
61, 166
62, 82
63, 221
63, 103
64, 140
64, 219
65, 128
66, 219
67, 219
67, 151
67, 98
67, 93
67, 149
67, 196
67, 71
68, 92
70, 174
74, 181
74, 214
74, 216
74, 161
74, 118
74, 82
74, 178
74, 166
76, 80
77, 150
78, 128
79, 150
81, 178
82, 102
83, 193
83, 206
84, 226
86, 219
86, 154
88, 107
89, 97
89, 124
90, 214
91, 159
92, 128
94, 150
95, 234
99, 123
100, 234
101, 103
103, 122
103, 141
103, 119
103, 114
103, 147
103, 163
103, 133
105, 135
106, 128
106, 153
107, 225
108, 116
110, 166
111, 218
112, 186
113, 135
115, 156
116, 142
116, 157
116, 128
117, 178
121, 135
123, 210
125, 166
126, 156
127, 150
128, 177
128, 171
128, 199
128, 182
128, 135
128, 187
128, 191
128, 165
130, 167
131, 201
132, 151
135, 162
135, 167
135, 194
135, 158
136, 150
137, 227
139, 166
143, 150
145, 201
146, 234
147, 156
148, 150
149, 232
150, 219
150, 211
151, 192
154, 183
155, 201
156, 222
160, 219
160, 168
164, 219
164, 215
166, 226
166, 205
166, 212
166, 206
166, 201
167, 184
174, 219
175, 178
176, 201
178, 223
178, 190
178, 227
180, 219
185, 201
188, 219
189, 213
189, 201
195, 219
197, 219
200, 201
201, 231
201, 224
201, 217
201, 230
203, 219
207, 219
218, 219
