0, 56
0, 16
0, 126
0, 579
0, 68
1, 168
1, 19
1, 105
2, 500
2, 558
2, 113
2, 354
2, 135
3, 461
3, 377
3, 525
3, 525
3, 128
3, 253
3, 259
4, 10
4, 525
4, 128
4, 41
5, 18
5, 495
5, 233
6, 106
6, 68
6, 569
6, 55
6, 426
6, 592
7, 417
7, 128
7, 139
8, 428
8, 449
8, 533
8, 590
8, 461
8, 259
8, 461
8, 525
9, 577
9, 217
9, 339
9, 318
10, 41
10, 128
11, 579
11, 38
11, 409
11, 579
12, 388
12, 149
12, 388
12, 350
12, 357
13, 61
13, 49
13, 80
14, 90
14, 329
14, 151
14, 507
15, 375
15, 453
15, 53
16, 68
16, 56
16, 579
17, 211
17, 90
17, 211
17, 151
17, 75
17, 329
18, 495
18, 233
18, 207
18, 43
18, 168
18, 402
19, 509
19, 87
19, 105
19, 114
19, 155
19, 105
19, 320
19, 207
19, 168
19, 437
19, 207
19, 571
19, 168
19, 175
19, 114
19, 571
19, 86
20, 334
20, 448
20, 418
21, 237
21, 300
21, 237
21, 365
21, 403
22, 302
22, 226
22, 137
22, 215
22, 454
22, 235
22, 273
22, 538
22, 191
22, 226
23, 577
23, 318
23, 489
24, 375
24, 548
24, 147
24, 465
25, 399
25, 70
25, 528
25, 461
25, 331
25, 214
26, 226
26, 564
26, 235
27, 184
27, 455
27, 435
27, 213
27, 183
27, 201
27, 201
27, 522
27, 520
27, 281
27, 193
27, 71
27, 497
27, 537
27, 384
27, 435
27, 71
28, 259
28, 533
28, 525
29, 217
29, 47
29, 318
30, 145
30, 488
30, 46
30, 267
31, 261
31, 458
31, 357
32, 585
32, 55
32, 412
33, 382
33, 362
33, 461
34, 221
34, 526
34, 284
34, 444
34, 446
34, 341
35, 313
35, 161
35, 220
36, 337
36, 545
36, 168
36, 207
36, 87
36, 593
36, 571
36, 571
37, 128
37, 41
37, 525
38, 426
38, 409
38, 409
38, 579
39, 260
39, 558
39, 478
39, 235
39, 478
39, 532
39, 153
39, 394
40, 328
40, 588
40, 552
40, 170
40, 358
40, 107
40, 568
41, 128
41, 525
41, 377
41, 525
42, 513
42, 246
42, 489
43, 537
43, 102
43, 537
43, 66
43, 512
43, 495
43, 66
43, 207
43, 474
43, 220
43, 537
43, 312
43, 313
43, 313
44, 563
44, 201
44, 494
45, 150
45, 521
45, 318
45, 489
45, 212
45, 505
45, 461
45, 139
45, 489
45, 118
45, 513
46, 488
46, 267
47, 217
47, 339
47, 318
48, 525
48, 377
48, 304
49, 584
49, 80
49, 94
49, 464
49, 122
49, 62
49, 62
49, 72
49, 61
49, 80
49, 263
50, 327
50, 537
50, 517
50, 134
51, 339
51, 217
51, 424
51, 432
51, 534
51, 318
52, 407
52, 433
52, 201
52, 149
52, 232
52, 142
52, 357
52, 261
52, 357
52, 201
52, 158
52, 458
53, 255
53, 172
53, 255
53, 548
53, 375
53, 453
53, 363
53, 523
53, 375
53, 356
53, 159
53, 172
53, 587
53, 325
54, 336
54, 371
54, 241
54, 196
55, 252
55, 68
55, 238
55, 56
55, 579
55, 252
55, 565
55, 514
55, 532
55, 298
55, 412
55, 582
55, 569
55, 231
55, 585
55, 238
55, 426
55, 503
56, 298
56, 252
56, 252
56, 514
56, 579
56, 292
56, 412
56, 68
56, 269
56, 238
56, 202
57, 163
57, 494
57, 201
57, 451
57, 323
57, 163
57, 289
57, 210
58, 199
58, 566
58, 552
59, 461
59, 143
59, 434
60, 307
60, 579
60, 426
60, 409
61, 72
61, 80
62, 122
62, 464
62, 429
62, 464
62, 157
62, 464
62, 262
62, 230
62, 464
62, 80
62, 524
62, 515
62, 262
62, 506
62, 551
62, 262
62, 524
62, 94
62, 287
62, 206
62, 540
62, 85
62, 425
62, 351
62, 584
62, 263
62, 297
62, 381
62, 445
63, 127
63, 340
63, 560
63, 169
64, 366
64, 558
64, 573
64, 96
64, 348
64, 573
65, 235
65, 113
65, 260
66, 537
66, 474
66, 512
66, 220
66, 495
67, 211
67, 146
67, 111
67, 488
68, 412
68, 346
68, 503
68, 238
68, 269
68, 585
68, 299
68, 307
68, 582
68, 126
68, 252
68, 298
68, 579
68, 426
69, 201
69, 289
69, 586
70, 461
70, 468
70, 525
70, 528
71, 201
71, 213
71, 281
71, 435
71, 281
71, 537
71, 384
71, 359
71, 219
71, 95
71, 201
72, 464
72, 80
72, 477
73, 253
73, 128
73, 244
74, 201
74, 345
74, 563
74, 546
75, 211
75, 90
76, 364
76, 464
76, 445
76, 458
76, 524
77, 211
77, 211
77, 329
77, 542
78, 102
78, 189
78, 258
78, 220
78, 102
78, 313
79, 333
79, 393
79, 333
79, 461
79, 479
79, 482
80, 206
80, 464
80, 464
80, 122
80, 477
80, 85
81, 222
81, 140
81, 256
81, 554
82, 467
82, 418
82, 334
82, 530
82, 513
82, 194
83, 464
83, 378
83, 381
83, 247
83, 203
83, 464
83, 524
83, 364
83, 91
83, 288
83, 201
84, 293
84, 411
84, 440
84, 447
84, 525
85, 429
85, 464
86, 320
86, 114
87, 402
87, 320
87, 571
87, 509
87, 207
87, 509
87, 337
87, 105
87, 437
87, 168
87, 168
87, 105
87, 181
87, 132
87, 391
87, 207
88, 566
88, 588
88, 98
88, 199
89, 487
89, 395
89, 375
90, 542
90, 438
90, 211
90, 116
90, 123
90, 211
90, 151
90, 507
90, 504
90, 196
90, 188
