0, 472
0, 472
0, 487
0, 472
1, 702
1, 129
1, 275
1, 567
2, 659
2, 659
2, 659
2, 206
3, 285
3, 285
3, 408
3, 575
4, 425
4, 576
4, 503
4, 562
5, 412
5, 683
5, 412
5, 683
6, 242
6, 433
6, 85
6, 572
7, 410
7, 252
7, 606
7, 410
8, 16
8, 119
8, 16
8, 137
9, 657
9, 372
9, 372
9, 372
10, 157
10, 551
10, 551
10, 147
11, 280
11, 568
11, 568
11, 38
12, 549
12, 241
12, 161
12, 241
13, 774
13, 774
13, 43
13, 756
14, 523
14, 37
14, 111
14, 469
15, 285
15, 575
15, 246
15, 575
16, 24
16, 57
17, 322
17, 322
17, 673
17, 564
18, 333
18, 733
18, 516
18, 355
19, 760
19, 760
19, 118
19, 60
20, 438
20, 197
20, 96
20, 503
21, 695
21, 301
21, 301
21, 62
22, 486
22, 643
22, 643
22, 643
23, 248
23, 250
23, 772
23, 605
24, 137
24, 57
24, 137
25, 58
25, 64
25, 58
25, 58
26, 776
26, 256
26, 400
26, 236
27, 684
27, 684
27, 82
27, 611
28, 651
28, 465
28, 214
28, 486
29, 597
29, 631
29, 661
29, 580
30, 219
30, 319
30, 106
30, 185
31, 72
31, 99
31, 800
31, 99
32, 717
32, 392
32, 799
32, 116
33, 544
33, 608
33, 168
33, 193
34, 140
34, 40
34, 140
34, 376
35, 241
35, 66
35, 310
35, 276
36, 789
36, 126
36, 500
36, 146
37, 664
37, 730
37, 664
38, 388
38, 121
38, 121
39, 803
39, 342
39, 187
39, 342
40, 734
40, 734
40, 624
41, 703
41, 132
41, 413
41, 681
42, 120
42, 384
42, 607
42, 668
43, 589
43, 589
43, 589
44, 464
44, 128
44, 464
44, 464
45, 427
45, 532
45, 560
45, 797
46, 626
46, 268
46, 56
46, 186
47, 536
47, 536
47, 279
47, 192
48, 621
48, 87
48, 367
48, 621
49, 52
49, 139
49, 517
49, 419
50, 479
50, 449
50, 479
50, 417
51, 461
51, 233
51, 581
51, 233
52, 139
52, 77
52, 428
53, 334
53, 222
53, 415
53, 497
54, 266
54, 227
54, 272
54, 758
55, 596
55, 208
55, 236
55, 642
56, 401
56, 186
56, 268
57, 467
57, 119
58, 207
59, 628
59, 717
59, 717
59, 628
60, 270
60, 389
60, 270
61, 97
61, 90
61, 162
61, 155
62, 437
62, 437
62, 424
63, 602
63, 172
63, 575
63, 172
64, 202
64, 202
64, 669
65, 209
65, 455
65, 459
65, 238
66, 644
66, 550
66, 300
67, 227
67, 587
67, 227
67, 587
68, 420
68, 692
68, 173
68, 420
69, 254
69, 254
69, 434
69, 426
70, 382
70, 511
70, 382
70, 700
71, 214
71, 481
71, 378
71, 723
72, 217
72, 217
72, 84
73, 298
73, 573
73, 341
73, 298
74, 747
74, 779
74, 635
74, 779
75, 791
75, 343
75, 101
75, 343
76, 299
76, 256
76, 698
76, 400
77, 139
77, 374
77, 324
78, 260
78, 260
78, 260
78, 397
79, 477
79, 489
79, 300
79, 163
80, 633
80, 231
80, 795
80, 757
81, 495
81, 345
81, 345
81, 345
82, 328
82, 287
82, 328
83, 359
83, 518
83, 617
83, 359
84, 753
84, 273
84, 582
85, 320
85, 344
85, 380
86, 489
86, 489
86, 489
86, 782
87, 278
87, 475
87, 722
88, 560
88, 803
88, 563
88, 563
89, 392
89, 392
89, 717
89, 392
90, 542
90, 711
90, 136
91, 406
91, 283
91, 283
91, 283
92, 418
92, 149
92, 149
92, 798
93, 775
93, 618
93, 600
93, 117
94, 697
94, 700
94, 790
94, 649
95, 804
95, 446
95, 676
95, 157
96, 184
96, 247
96, 247
97, 655
97, 136
97, 409
98, 213
98, 729
98, 707
98, 776
99, 375
99, 217
100, 592
100, 807
100, 632
100, 546
101, 127
101, 768
101, 241
102, 793
102, 470
102, 552
102, 461
103, 699
103, 629
103, 275
103, 629
104, 156
104, 448
104, 210
104, 530
105, 225
105, 370
105, 615
105, 431
106, 765
106, 765
106, 598
107, 728
107, 723
107, 651
107, 465
108, 722
108, 475
108, 371
108, 559
109, 746
109, 346
109, 281
109, 125
110, 129
110, 567
110, 644
110, 283
111, 663
111, 663
111, 385
112, 249
112, 726
112, 249
112, 680
113, 782
113, 447
113, 634
113, 768
114, 790
114, 541
114, 541
114, 802
115, 658
115, 597
115, 244
115, 257
116, 335
116, 335
116, 232
117, 263
117, 263
117, 618
118, 389
118, 515
118, 545
119, 313
119, 137
120, 384
120, 277
120, 696
121, 568
121, 590
122, 610
122, 610
122, 326
